,title,price,link
209,DELL Inspiron Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop,"₹53,382",/dell-inspiron-core-i5-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm5efd21b303d68?pid=COMG9NYDPHZMCZEA&lid=LSTCOMG9NYDPHZMCZEAN4LYJI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_210&otracker=search&fm=organic&iid=50cde6d1-6ac4-4472-9e51-4ca753c63bf2.COMG9NYDPHZMCZEA.SEARCH&ppt=None&ppn=None&ssid=dpcyurrhps0000001663996610815&qH=c06ea84a1e3dc3c6
210,realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lap...,"₹58,990",/realme-book-prime-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itmcef634fed35db?pid=COMGCWBEUEYYC7WH&lid=LSTCOMGCWBEUEYYC7WHYDUYN1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_211&otracker=search&fm=organic&iid=50cde6d1-6ac4-4472-9e51-4ca753c63bf2.COMGCWBEUEYYC7WH.SEARCH&ppt=None&ppn=None&ssid=dpcyurrhps0000001663996610815&qH=c06ea84a1e3dc3c6
211,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹58,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_212&otracker=search&fm=organic&iid=en_HVG9JmBeD7h5jeD9qBMTp5amuKBEclq2%2FCgmQDaxxn9h6wNv%2BJvKLkHItH%2FzmIn7L5kqRP45OJvGMF1rCcADBw%3D%3D&ppt=None&ppn=None&ssid=dpcyurrhps0000001663996610815&qH=c06ea84a1e3dc3c6
212,HP Victus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/14...,"₹65,890",/hp-victus-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-16-d0354tx-gaming-laptop/p/itm272629b3faa52?pid=COMGEVBGVFVBFJHE&lid=LSTCOMGEVBGVFVBFJHE2H2HV0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_213&otracker=search&fm=organic&iid=50cde6d1-6ac4-4472-9e51-4ca753c63bf2.COMGEVBGVFVBFJHE.SEARCH&ppt=None&ppn=None&ssid=dpcyurrhps0000001663996610815&qH=c06ea84a1e3dc3c6
213,Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14ALC05 2 in 1 Lapto...,"₹59,890",/lenovo-ideapad-flex-5-ryzen-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-14alc05-2-1-laptop/p/itm3098ab4230e4d?pid=COMGCFNZEE6RPHWZ&lid=LSTCOMGCFNZEE6RPHWZB6FM95&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_214&otracker=search&fm=organic&iid=50cde6d1-6ac4-4472-9e51-4ca753c63bf2.COMGCFNZEE6RPHWZ.SEARCH&ppt=None&ppn=None&ssid=dpcyurrhps0000001663996610815&qH=c06ea84a1e3dc3c6
214,ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC301WS 2 in 1 Lapt...,"₹44,990",/asus-vivobook-flip-14-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-tp470ea-ec301ws-2-1-laptop/p/itma917de411489d?pid=COMGARNU7KVANJ8E&lid=LSTCOMGARNU7KVANJ8ED5MPUN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_215&otracker=search&fm=organic&iid=50cde6d1-6ac4-4472-9e51-4ca753c63bf2.COMGARNU7KVANJ8E.SEARCH&ppt=None&ppn=None&ssid=dpcyurrhps0000001663996610815&qH=c06ea84a1e3dc3c6
215,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_216&otracker=search&fm=organic&iid=en_HVG9JmBeD7h5jeD9qBMTp5amuKBEclq2%2FCgmQDaxxn%2BGZBbT%2F617DA%2F7jhtiu%2FEoifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=dpcyurrhps0000001663996610815&qH=c06ea84a1e3dc3c6
216,DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"₹38,990",/dell-vostro-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-3401-thin-light-laptop/p/itm0b45b63fac02d?pid=COMFYZC5Y4GZYEWN&lid=LSTCOMFYZC5Y4GZYEWNAE8BRJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_217&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMFYZC5Y4GZYEWN.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
217,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s- eq1561AU Thin and Light Laptop,"₹30,390",/hp-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-eq1561au-thin-light-laptop/p/itm3ee1fcefe285f?pid=COMGGFZHGC2HWZ4Z&lid=LSTCOMGGFZHGC2HWZ4ZF4EHLO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_218&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGGFZHGC2HWZ4Z.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
218,Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) V14 ITL G2 Thin and Light Laptop,"₹53,990",/lenovo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-v14-itl-g2-thin-light-laptop/p/itmc175a6304130a?pid=COMG6VRPCDUFX6X4&lid=LSTCOMG6VRPCDUFX6X43JRJQK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_219&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMG6VRPCDUFX6X4.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
219,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_220&otracker=search&fm=organic&iid=en_p7ZO3GHV6S9WxehUXEJ%2BKtJxMxary%2BIPlkCTcIZAxkbKNxEWAw2PwiZWyNcAtySLIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
220,acer Extensa 15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) EX215-54/ EX215-54-39DE Thin and ...,"₹26,990",/acer-extensa-15-core-i3-11th-gen-4-gb-256-gb-ssd-windows-11-home-ex215-54-ex215-54-39de-thin-light-laptop/p/itmd0376eede6267?pid=COMGBNUHXGMSQDZR&lid=LSTCOMGBNUHXGMSQDZRLKNBYR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_221&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGBNUHXGMSQDZR.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
221,HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light Laptop,"₹57,890",/hp-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-15s-fq5112tu-thin-light-laptop/p/itm67dcbfa87df66?pid=COMGG63HWNMXZKDF&lid=LSTCOMGG63HWNMXZKDFDK5U2G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_222&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGG63HWNMXZKDF.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
222,ASUS Vivobook 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X415EA-EB322WS Thin and Light La...,"₹36,890",/asus-vivobook-14-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x415ea-eb322ws-thin-light-laptop/p/itm8d11836a5af91?pid=COMGAJF6HETFYCBZ&lid=LSTCOMGAJF6HETFYCBZ80YYFR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_223&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGAJF6HETFYCBZ.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
223,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_224&otracker=search&fm=organic&iid=en_p7ZO3GHV6S9WxehUXEJ%2BKtJxMxary%2BIPlkCTcIZAxka4OrDSvWD%2FkeBjjke1t0FjL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
224,acer Travelmate Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Noteb...,"₹43,990",/acer-travelmate-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-p214-53-notebook/p/itmdab5e2902b4a9?pid=COMG4PSMGNZ9PD9G&lid=LSTCOMG4PSMGNZ9PD9GQ23JS9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_225&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMG4PSMGNZ9PD9G.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
225,ASUS Zenbook 14 Flip Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home) UN5401QA-KN511WS 2 i...,"₹91,890",/asus-zenbook-14-flip-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-11-home-un5401qa-kn511ws-2-1-laptop/p/itm0faaf977f97bb?pid=COMGBSGJMNEZGKS8&lid=LSTCOMGBSGJMNEZGKS8K4QPSK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_226&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGBSGJMNEZGKS8.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
226,ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹62,890",/asus-vivobook-pro-15-ryzen-7-octa-core-amd-r7-4800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-m6500ih-hn702ws-creator-laptop/p/itmfaba2ef5035c4?pid=COMGG3S9WZXTUHH2&lid=LSTCOMGG3S9WZXTUHH2XI7I6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_227&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGG3S9WZXTUHH2.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
227,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_228&otracker=search&fm=organic&iid=en_p7ZO3GHV6S9WxehUXEJ%2BKtJxMxary%2BIPlkCTcIZAxkaDifayIzjmcszQ5PWaBCpXDgM%2Fy%2BpZK%2BFBmxUGjT0Reg%3D%3D&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
228,Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) TB15 Thin and Light Laptop,"₹59,890",/lenovo-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-tb15-thin-light-laptop/p/itmc9dc365b17289?pid=COMGHEGHCGWHHUVT&lid=LSTCOMGHEGHCGWHHUVT3VUZYK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_229&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGHEGHCGWHHUVT.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
229,ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB G...,"₹1,39,890",/asus-rog-strix-g15-90whr-battery-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-300-hz-g513qr-hf302ws-gaming-laptop/p/itmbc2e11788156c?pid=COMGGJZF9WKRYJFU&lid=LSTCOMGGJZF9WKRYJFUMGKOYQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_230&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGGJZF9WKRYJFU.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
230,ASUS Chromebook Flip Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-BU0704 Chromebook,"₹15,990",/asus-chromebook-flip-celeron-dual-core-4-gb-32-gb-emmc-storage-chrome-os-c214ma-bu0704/p/itmc0ba19a0da373?pid=COMGHFTHHXH9AKMS&lid=LSTCOMGHFTHHXH9AKMSUIBIH6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_231&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGHFTHHXH9AKMS.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
231,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_232&otracker=search&fm=organic&iid=en_p7ZO3GHV6S9WxehUXEJ%2BKtJxMxary%2BIPlkCTcIZAxkY2G7el2nlLv9KyyNELIyKWvXREnMQfo0A81lstS7FaOg%3D%3D&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
232,Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"₹23,990",/infinix-x1-slim-series-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itme797ac68fb8d4?pid=COMGEHP5YYHCEMSD&lid=LSTCOMGEHP5YYHCEMSDULJYG7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_233&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGEHP5YYHCEMSD.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
233,DELL Inspiron Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light...,"₹43,490",/dell-inspiron-ryzen-3-quad-core-5425u-8-gb-512-gb-ssd-windows-11-home-3525-thin-light-laptop/p/itm6fafc451e8a8b?pid=COMGF3B75NKJGJNF&lid=LSTCOMGF3B75NKJGJNFMGFUTD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_234&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGF3B75NKJGJNF.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
234,DELL Vostro Ryzen 5 Quad Core R5-3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light ...,"₹40,890",/dell-vostro-ryzen-5-quad-core-r5-3450u-8-gb-256-gb-ssd-windows-11-home-3405-thin-light-laptop/p/itm6e166f5d09782?pid=COMG9NYDGGGKQH4G&lid=LSTCOMG9NYDGGGKQH4GPNDPJJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_235&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMG9NYDGGGKQH4G.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
235,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹58,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_236&otracker=search&fm=organic&iid=en_p7ZO3GHV6S9WxehUXEJ%2BKtJxMxary%2BIPlkCTcIZAxkYwGZRO2Yc63tT2juSpv%2BHSL5kqRP45OJvGMF1rCcADBw%3D%3D&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
236,DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light L...,"₹34,990",/dell-vostro-core-i3-10th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3401-thin-light-laptop/p/itm49ca9d83e06ad?pid=COMG9NYDEJDHJZ5Q&lid=LSTCOMG9NYDEJDHJZ5QBWP2UI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_237&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMG9NYDEJDHJZ5Q.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
237,acer Swift 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) SF314-43 Thin and Light Lapto...,"₹49,890",/acer-swift-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-sf314-43-thin-light-laptop/p/itm2e14e47e7f287?pid=COMG56TFTZGHZ9CV&lid=LSTCOMG56TFTZGHZ9CV7UNUYW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_238&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMG56TFTZGHZ9CV.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
238,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq2606tu Thin and Light Laptop,"₹37,890",/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14s-dq2606tu-thin-light-laptop/p/itm0b19e546c47d9?pid=COMGCGSTN9R4WPQV&lid=LSTCOMGCGSTN9R4WPQV76TNJK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_239&otracker=search&fm=organic&iid=4f1e61b2-3c00-4e52-aa2f-7fad15aeaf63.COMGCGSTN9R4WPQV.SEARCH&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
239,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_240&otracker=search&fm=organic&iid=en_p7ZO3GHV6S9WxehUXEJ%2BKtJxMxary%2BIPlkCTcIZAxkYCDb9CpIX3BzNLDlQSm%2BomifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=5qq5jbf1uo0000001663996613226&qH=c06ea84a1e3dc3c6
240,DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,"₹41,400",/dell-inspiron-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm61a1405251c95?pid=COMGAD2BGUNDQN2X&lid=LSTCOMGAD2BGUNDQN2XL08FT2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_241&otracker=search&fm=organic&iid=170a08b2-ff24-4aa2-aa53-8ee46be845f1.COMGAD2BGUNDQN2X.SEARCH&ppt=None&ppn=None&ssid=txu9hr6gr40000001663996615074&qH=c06ea84a1e3dc3c6
241,HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop,"₹56,890",/hp-ryzen-7-octa-core-5700u-8-gb-512-gb-ssd-windows-10-home-14s-fq1083au-thin-light-laptop/p/itm261755e4f25dc?pid=COMG89QW8HCXAYTY&lid=LSTCOMG89QW8HCXAYTYZQZFZU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_242&otracker=search&fm=organic&iid=170a08b2-ff24-4aa2-aa53-8ee46be845f1.COMG89QW8HCXAYTY.SEARCH&ppt=None&ppn=None&ssid=txu9hr6gr40000001663996615074&qH=c06ea84a1e3dc3c6
242,ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,94,890",/asus-rog-zephyrus-g15-ryzen-9-octa-core-6900hs-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-240-hz-ga503rw-ln066ws-gaming-laptop/p/itmda1640507e5e0?pid=COMGFWCYPVDVM8S3&lid=LSTCOMGFWCYPVDVM8S3X1OXXQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_243&otracker=search&fm=organic&iid=170a08b2-ff24-4aa2-aa53-8ee46be845f1.COMGFWCYPVDVM8S3.SEARCH&ppt=None&ppn=None&ssid=txu9hr6gr40000001663996615074&qH=c06ea84a1e3dc3c6
243,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_244&otracker=search&fm=organic&iid=en_xFaM6eOOiMYKpFeGUyTtZIsBMYootwludYDZ8WJEmkeNvKFQ8C5acF7dBAw%2FphxGIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=txu9hr6gr40000001663996615074&qH=c06ea84a1e3dc3c6
244,ASUS Vivobook Pro 15 OLED Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"₹88,990",/asus-vivobook-pro-15-oled-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k6500zc-l501ws-creator-laptop/p/itm2a47f74dee6c8?pid=COMGG3S9KQFGZRGB&lid=LSTCOMGG3S9KQFGZRGBIE5GJ1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_245&otracker=search&fm=organic&iid=170a08b2-ff24-4aa2-aa53-8ee46be845f1.COMGG3S9KQFGZRGB.SEARCH&ppt=None&ppn=None&ssid=txu9hr6gr40000001663996615074&qH=c06ea84a1e3dc3c6
